tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,streaming_tv,num_complaints,satisfaction_score,churned
55,36.26057509763624,7219.671244925113,1,0,0,0,1,3,3,0
69,78.41432121597093,2236.8848232336827,1,0,0,1,0,8,1,0
5,118.96074428479582,3627.7731953171537,0,2,0,0,1,6,4,1
63,82.1490731626881,2548.2984218546967,0,3,1,0,0,8,2,1
4,70.56764476217202,6408.134560368575,2,2,2,0,0,1,1,0
41,23.620041830766525,6508.760831068055,1,1,0,0,1,1,1,1
12,68.46862972712552,260.0746783017106,2,1,2,0,1,7,3,0
37,89.26370706226835,7343.941596269245,0,0,0,0,0,8,2,0
55,72.2456678297448,2372.15380882426,2,3,1,0,1,1,1,0
45,133.11536620517717,8033.621246361208,1,3,0,0,1,5,1,0
28,139.84593392710286,8344.864303620861,1,0,2,1,0,5,4,1
59,160.38261185749917,7990.062894385976,0,2,0,0,1,6,1,1
7,53.46290477485111,4140.318887978214,1,2,2,0,0,4,2,0
60,131.40686798703595,3548.192293269051,2,1,2,0,1,2,4,0
53,97.41072563117345,4407.698738031718,1,2,1,0,0,9,3,0
40,78.1189608333078,5319.643013266263,0,2,0,0,1,2,4,0
52,106.89944106693095,2574.207261538631,1,3,2,1,1,5,3,0
11,106.63301000291366,9323.200295407098,0,0,1,1,1,0,2,0
50,135.08668107024803,5090.243104993397,1,2,2,0,0,7,3,0
50,120.65930749852461,824.6503555852672,0,0,1,1,0,6,3,0
48,133.62939823654483,9972.30069880543,0,3,0,1,1,6,3,1
54,196.4889797753326,4892.629999813912,1,0,0,1,0,5,3,0
6,165.88372182862693,9475.18980785476,2,1,0,1,1,2,3,1
50,72.57047675896354,3963.8088059513766,0,1,0,0,0,8,4,0
3,116.0275810766132,2325.131945796708,1,0,0,0,1,9,1,1
41,61.28498114673677,7395.113090220929,2,2,0,1,1,5,4,0
28,113.39983053188877,4381.6937037990365,2,2,2,0,0,5,4,0
32,148.17482517816967,8826.440314089483,2,2,2,0,1,5,2,0
39,31.838749138833442,4698.461827461097,2,3,1,0,1,5,1,0
71,44.73638311821805,3449.572540061217,0,0,0,1,0,5,1,0
63,21.315913242821267,9670.1118003704,0,1,0,0,0,3,2,0
19,88.16017802710708,8320.708690447333,0,2,2,0,0,1,1,0
1,158.11675005230688,2135.433142945204,2,0,1,0,1,0,3,1
33,100.91285327508689,4939.6667159474955,0,3,1,0,0,7,1,0
33,122.74093133769594,1221.8342639726275,1,1,1,0,0,4,2,1
11,126.17671932982067,1166.6709356210035,2,3,0,1,1,2,4,1
60,36.11729802576354,8548.66068220964,1,2,0,1,0,8,1,0
28,51.40228925307296,9325.075492278536,2,0,1,1,1,2,3,0
62,184.73856065803204,7414.443433256023,1,0,0,0,1,4,2,1
47,102.56798330991222,9893.443343110304,1,3,0,0,1,1,1,0
17,95.35026838477648,548.2605221280396,1,1,0,1,0,5,4,0
9,155.1775688163755,3381.943234917953,0,1,0,1,1,8,3,0
8,28.13477504364741,1408.0306716416635,0,3,1,1,0,0,2,0
59,171.3406427927188,7841.983182216986,2,2,1,0,0,2,2,0
69,140.6783573319273,8915.088946104299,0,1,2,0,1,9,3,0
45,46.08631385148031,4526.473539337857,0,0,0,1,0,0,2,1
33,31.686369879209458,8309.127720986742,0,3,0,0,1,4,2,1
38,20.519931842772248,8491.453984524174,2,2,0,0,0,4,4,1
63,72.94750330326858,1482.9355675383893,2,0,2,1,0,3,1,1
12,78.46401041366508,3832.1577492768515,0,0,2,1,1,4,3,1
67,51.82528606162533,1961.479488972944,2,0,2,0,1,7,1,0
29,71.67623655790466,6733.504513022932,2,0,2,0,0,7,4,0
22,121.16680330756232,3934.5778377056904,2,2,0,1,0,5,1,0
34,40.31467496344005,6710.970665193203,0,0,0,0,0,3,4,0
70,56.20503175499173,8771.17515043268,0,3,0,1,0,3,1,0
39,121.15827304756998,4186.248202779545,1,3,2,1,0,4,3,0
16,146.80513460273875,9722.045210384398,1,3,1,1,0,4,2,1
31,187.62873538202268,4145.279333203502,1,1,1,0,1,1,3,0
49,111.89973040039993,2215.9730859810816,2,3,0,0,0,5,2,1
44,40.3803611205508,5339.80103125972,1,3,1,0,1,6,3,1
46,126.47507992108707,4050.4814845051405,1,0,2,0,0,2,2,1
1,199.16540218368291,1337.5149311228743,2,0,2,0,1,9,1,0
44,178.95161378237307,329.6002414366295,2,2,0,0,0,3,1,0
46,160.42927571119813,7465.64130841051,0,2,1,0,0,8,2,1
53,152.22729206983337,9335.30891856831,1,3,0,0,1,3,1,0
33,156.0000013603413,4460.697741013307,0,3,2,0,0,9,4,0
45,36.32755239295399,747.5300657677968,2,2,1,0,1,6,3,1
64,113.63223359202001,7432.366782254663,1,1,2,0,0,1,3,0
3,144.12438092402198,8684.01246545939,1,3,1,1,1,4,3,0
24,33.09000470873009,3304.165552959184,1,3,0,0,0,5,2,0
31,184.65638897446837,2297.9512018259684,0,0,2,0,1,1,2,0
71,42.98377747089479,3436.8603321992323,1,0,0,0,0,0,3,0
40,35.87524130804305,9092.320986696275,0,3,2,0,0,8,2,0
50,42.21977273176607,4237.815170502079,0,1,1,0,1,6,4,0
15,96.18242923910742,6576.163508495749,2,1,1,0,0,7,4,1
21,117.77163748543799,836.115462698022,1,2,2,1,1,4,3,0
21,37.053014926936854,2887.2351939655837,0,1,2,0,1,4,1,0
60,161.47722470708032,2357.4561856148407,1,1,2,1,1,0,1,0
65,56.02896696636296,719.9799886110076,1,2,1,1,0,2,1,1
21,120.8835949211601,1294.0628705496306,2,1,0,0,0,6,3,0
55,108.40213983992975,4224.382975959138,0,2,0,0,1,9,2,0
69,183.01440423656993,5624.248007660756,0,0,2,0,1,8,3,0
26,180.7946281671583,3187.9965539701666,2,2,0,1,1,7,3,0
55,62.91417897267143,4253.066581568742,0,3,0,0,1,4,3,0
46,116.91651656226267,7618.976570803199,0,1,0,0,1,2,1,1
62,197.37202456351676,2547.1496131537033,0,1,0,1,1,8,1,0
70,79.73250487811362,437.8116083679408,2,2,1,0,1,3,1,0
54,33.26046891088044,2644.1892960727787,0,3,1,0,0,8,3,0
4,149.2458401376753,9221.873038143147,1,1,1,0,0,2,2,1
45,110.57488671587694,278.44980812941344,2,0,2,0,1,6,2,0
54,189.13392136323552,1376.5025304960664,2,2,2,0,0,0,2,0
53,123.53596487571424,744.2980429710035,2,3,1,0,1,9,2,0
44,112.06935772983965,3831.5768533173245,0,2,0,0,1,4,2,0
36,184.67243756862766,6512.703956479898,2,1,1,0,1,8,2,0
34,88.46903021344883,9112.407215508782,0,1,0,1,1,8,3,1
52,127.54034207281667,7961.260168012539,1,1,0,0,0,5,4,1
6,172.227032446972,2581.9885395961296,2,2,1,0,1,5,1,0
38,127.56562008846572,6384.91543444387,2,3,2,0,1,2,2,1
33,73.60325176143095,6672.06177413456,2,2,0,1,1,8,1,0
55,120.49799048969699,996.0734735309154,1,1,0,0,0,0,4,0
23,97.76462909036965,4328.629030114584,0,2,1,0,0,6,4,0
44,197.2484655022058,3181.3743781344506,2,0,0,1,0,2,3,0
28,29.16966596248068,1655.4279379614684,1,3,0,1,1,1,2,0
64,158.23431448625328,680.8493444967825,0,1,1,0,0,4,4,0
48,24.3227544198824,368.6441534640102,2,2,0,0,0,4,1,0
59,128.70462882133432,8601.413628187714,0,0,2,1,0,1,4,0
59,97.56858590057175,3373.3602837665,2,1,2,0,1,7,3,0
43,183.87988473851328,4981.434389114817,1,2,2,0,0,1,3,1
43,117.08127759224084,2987.1598419681727,0,1,1,1,0,7,4,0
13,168.92002966802258,1741.9730449881838,1,3,1,0,1,5,4,0
43,140.98547678252754,2686.8733267146886,2,1,2,0,0,9,2,0
13,100.47062397737433,1782.8623447782547,1,1,1,0,0,3,4,1
35,80.78803850755146,7602.98766106596,0,3,1,1,1,2,1,0
11,41.0666226277919,9084.38575592122,0,2,1,0,1,8,2,0
21,22.433429575298785,4401.566230118972,2,0,2,1,1,5,4,1
26,20.251317548105156,8246.950815055381,0,0,1,0,0,4,2,0
50,60.662889109960275,4315.290408181702,2,3,1,0,0,9,2,1
49,120.96588761822426,4523.139821475193,1,1,2,0,1,2,2,0
13,195.58901791303197,4902.645164973968,1,2,2,0,0,2,3,0
39,146.9412201217924,8220.33958504438,1,2,1,0,1,5,3,0
55,32.722907931396456,9369.614612831978,2,3,1,0,1,9,4,0
7,136.13728478727145,7469.986805293941,1,2,0,0,0,3,3,0
43,107.38921561130033,8895.588718420198,2,0,2,0,0,3,4,1
42,134.51301812283072,6462.984142744575,1,2,0,0,1,7,1,0
58,132.17454108389444,8408.6479583892,1,1,0,0,0,1,2,0
12,45.91009432734707,5612.554388791484,0,2,0,0,1,5,4,1
13,185.50273921370075,7749.78751827087,1,3,0,0,0,8,3,0
12,119.81747775280498,7081.9900856117865,1,3,2,0,0,2,3,0
38,146.13703423490483,7517.694176534236,2,0,2,0,1,4,3,0
3,89.67417736557034,2420.328879237676,0,0,2,0,0,6,3,1
62,42.012465968630124,1622.13497518007,2,0,0,0,1,0,4,0
31,144.36734679160725,6564.992281102224,1,0,2,0,0,7,3,1
37,189.64797422885388,4880.583765634757,1,2,2,0,1,5,1,0
24,124.60384966576008,7670.134613450393,0,2,2,1,0,3,4,0
68,55.756445103959365,1550.3928784928353,1,3,1,1,0,5,1,0
64,132.18541937454597,9482.156923333841,2,3,0,0,0,1,1,1
16,97.20771882025178,7069.96746762241,2,0,2,0,0,3,2,0
18,91.82688259674174,327.5915960169501,0,2,2,1,0,7,1,0
68,184.43085823623684,5807.6851330029995,1,1,0,1,0,3,1,0
40,152.67472854813354,3194.937789660425,0,0,0,0,1,4,2,0
58,111.5792373564365,2819.293348897463,1,0,2,1,1,1,4,1
45,95.15025349469036,9031.430286422667,1,2,1,0,1,2,4,1
53,63.72698783773809,8375.89126597271,1,1,2,0,1,2,4,0
27,81.82348025413563,194.58067813778294,2,0,1,0,0,1,1,0
36,117.31098672581406,1898.5469613924802,0,1,0,0,0,7,1,0
68,28.70158382116454,7223.365194808416,2,3,0,0,0,2,4,0
13,84.35322905110455,8497.087224503295,2,3,1,0,0,0,4,0
51,108.93567483656302,7204.27737665506,2,0,0,1,1,1,1,1
48,129.4930797363375,5300.510386050228,0,2,1,1,1,7,3,0
60,153.7581292912501,9847.313963293022,2,0,2,0,1,0,3,0
70,22.489697500493403,7993.068381482346,2,2,2,0,1,0,2,1
51,73.06467121155208,4732.49033081356,1,1,0,0,1,0,4,0
14,66.97226376675388,5876.417212370992,1,2,0,0,1,9,4,1
43,113.83031943890724,543.7082040285732,2,2,0,1,0,7,2,1
3,103.88234121177297,9650.87986792868,0,0,1,0,1,5,2,1
25,34.38213186296632,3691.113622464495,2,0,0,0,0,6,2,0
34,157.0432646880474,6649.038375313199,0,3,2,1,0,3,2,0
70,143.7087941645032,6702.8072334699045,1,1,2,1,1,7,4,0
56,167.80595904517338,663.7261239882097,0,3,2,0,0,1,4,0
65,39.986256459359325,2731.9434553305055,2,1,1,1,0,8,3,1
60,111.12182318677061,6596.30132121814,1,3,2,1,0,3,3,0
48,128.66997403443003,9130.359412127094,0,1,2,0,1,0,1,0
19,28.809133025230967,7808.467043902583,2,2,0,0,1,1,4,0
35,192.69482900800207,5843.370393977479,2,2,2,0,0,7,1,0
33,162.99813225747286,2401.597663241043,0,3,0,1,1,8,4,0
42,63.85731115145495,9493.541193526566,0,3,2,0,1,4,4,1
54,133.17526830227467,4096.316979487403,0,3,2,0,0,3,3,1
39,45.80778234370584,1584.059599479221,2,0,0,0,1,9,3,0
64,177.17786327326763,314.2247647937917,1,1,0,0,1,6,1,0
38,37.7014414854243,9506.494470704454,1,3,2,1,1,1,1,1
38,182.73700544137714,7801.362339317739,2,0,1,0,0,6,2,1
52,169.0145310879265,2242.2047616956506,0,3,1,1,0,8,1,0
47,106.08071784482121,1503.5923046730773,2,0,0,0,1,1,4,0
65,137.4678903766628,9598.831008288951,2,3,0,1,1,7,4,1
42,64.24600040984372,2483.8356612479183,2,2,2,0,0,5,4,0
55,89.18305058400364,4673.175853430018,2,0,1,0,0,5,3,1
59,59.14004621700912,6147.449928682185,1,2,1,1,1,3,2,1
66,114.97116655122201,717.5660748548554,0,0,2,0,0,8,4,1
54,77.36228198106176,3509.889130310817,2,1,1,0,1,7,2,0
51,83.27852045228468,9442.037718335809,2,1,2,1,1,6,2,0
23,99.69773225497902,7033.441784749677,0,0,2,0,0,4,4,0
11,177.06658097796782,3741.073814379126,0,3,0,1,0,4,2,1
36,118.75150900657141,7938.128977594638,2,0,2,0,1,1,4,1
56,165.18728811151556,8388.149449120197,2,1,1,1,1,4,4,1
42,172.73936962524456,1602.6155785947412,0,1,1,0,1,2,4,0
13,64.1771084414828,5907.284852525358,0,2,2,1,1,6,3,0
52,159.9841160404277,3730.870545090678,1,1,0,0,0,8,3,0
30,136.75920074597474,5117.944429108792,2,3,1,0,1,9,1,0
12,111.33296689918465,4743.723438769615,0,2,0,1,1,5,4,1
21,35.960050288277486,5087.857867830958,0,1,2,0,0,9,4,0
12,123.02090627579426,5267.285569722879,1,0,2,0,0,6,4,0
62,47.968572444421476,785.6385412314767,1,0,1,0,0,6,1,0
39,166.92595649021553,1859.1740210532741,0,1,1,1,0,6,3,0
44,188.2319259130354,5705.3559672352585,2,3,0,0,1,3,3,1
4,106.0593777390322,9366.745157743,2,0,2,0,0,5,1,1
31,99.29489195892245,7490.506770595041,2,2,0,1,0,6,4,0
24,107.98081247798275,2462.567318577522,1,3,1,0,1,9,4,0
42,32.092776707188904,3681.008998201628,0,2,1,1,1,3,3,0
49,62.656680255328055,3420.2630433041772,0,2,0,0,1,8,4,0
20,189.30995392178568,7718.215084745637,1,1,2,0,1,8,3,1
8,82.11339199853633,9724.748656192729,2,2,1,0,0,3,4,0
33,126.44439133412047,3618.517304226328,0,0,2,0,1,7,2,1
68,136.8455135925854,246.13088946987963,2,3,1,1,0,7,3,1
38,177.8880822379497,9375.136274718157,0,2,2,0,0,1,2,0
36,62.872101960566575,7556.958704348613,1,1,1,0,0,5,3,0
48,180.22341701659812,8360.12134926038,1,2,2,0,1,8,1,0
8,90.49808369052687,2165.939488054287,2,0,2,0,0,7,3,1
60,185.91987030646595,6492.006941725886,1,3,1,0,0,0,3,0
24,94.0372287413913,2403.8161077273658,0,0,2,0,0,4,4,1
17,38.712796815162456,215.01129160841526,1,1,2,1,0,4,4,1
65,29.382123808519268,1654.9577209052634,2,2,1,0,0,8,1,0
39,194.11183769344464,9235.789758956058,1,0,0,1,0,1,4,0
55,41.84051037298167,2231.665717126847,0,1,1,1,0,4,4,0
61,117.41449274919852,5892.907281487991,1,1,0,0,0,0,1,1
31,114.85630921781595,9683.330922501473,0,1,1,0,0,7,1,0
28,92.24430258851817,849.2946078495507,2,1,0,0,1,7,3,0
32,95.24556401254716,8098.5777245521485,0,3,0,1,0,1,4,0
7,105.62890303285648,6015.813514169989,1,1,1,1,0,9,4,1
14,37.91616722134458,3301.658156274528,1,1,2,1,1,0,1,0
54,162.3632356268956,3706.1200783809936,2,0,1,1,1,2,3,1
70,87.87148201706835,369.10921351329443,1,2,0,0,1,8,4,1
51,64.0171255154089,2632.768846822003,2,1,0,0,0,6,1,0
30,77.28811600759389,4291.665397430508,2,2,0,1,1,6,3,1
30,130.136563820133,7197.444338294487,0,3,1,0,0,9,4,0
16,159.51891450446539,2820.3065717863024,1,1,0,0,0,3,4,0
23,47.61554548929429,5845.069886023821,0,0,2,0,0,4,1,1
31,126.66238198208492,7343.70940115732,2,0,2,0,1,6,1,0
12,96.03421347764196,7015.455775515422,2,2,2,0,1,1,2,1
3,175.15497396017207,5943.885989005921,2,3,1,0,0,2,3,1
67,190.87383454566427,5843.8944336202885,0,3,2,0,1,2,1,0
38,142.13762880409314,7239.98796476253,0,1,1,0,0,6,3,1
16,126.16492558735851,3421.5664443543174,2,2,0,0,0,6,1,0
4,160.46398423077565,4557.12753445341,1,1,1,1,1,5,3,0
20,109.24508826393281,9665.05191281801,1,3,2,1,1,0,3,0
45,29.967023328413948,6719.158350068808,1,1,1,0,0,9,4,0
13,146.19725298231074,5246.932749248294,2,1,1,0,0,7,3,0
2,124.46922473755451,5825.289619372043,2,1,1,0,0,9,2,0
31,47.25879860154105,1133.8449825321477,1,1,1,1,1,9,4,0
28,58.33405924401053,5960.688682311512,0,1,0,0,0,3,3,0
59,61.521779969898915,8381.339788567582,1,0,1,0,1,7,1,1
11,151.83373963868038,5283.7953219766005,0,0,1,0,0,6,2,0
35,113.30695532640594,1851.2877738784741,1,1,1,0,0,0,4,0
49,28.62098327633103,4537.278133127492,2,3,0,1,0,6,3,0
44,170.8337082488795,2852.435318896429,1,2,0,0,1,3,1,1
58,136.09395727095668,3661.4342798544503,0,2,0,0,1,4,3,0
51,151.9670312716266,2327.589092818901,0,3,1,0,1,5,2,0
17,188.73862451899186,3405.7219274379163,1,0,1,0,1,4,1,0
4,66.83017349054342,8234.81336060918,2,2,0,0,1,1,1,0
33,126.12950961210483,7601.291029011211,2,3,1,0,0,7,1,0
62,156.82671941651634,4956.337242856715,0,1,1,0,1,7,4,0
43,112.30251527624927,7846.768170803355,2,3,0,0,1,4,4,0
42,107.49256707952749,9758.095321379113,1,1,0,1,1,4,2,1
51,187.1703529932428,4120.830615085467,0,1,2,0,1,6,1,0
38,63.848555106114205,9801.873190794817,0,1,0,0,1,1,3,0
43,137.51923677127786,2534.4708806339704,1,1,0,1,1,4,3,1
48,194.6518850728193,9549.92439971787,1,3,0,0,0,0,4,0
42,59.59769069307383,8657.89450565377,1,2,0,0,0,3,1,0
57,103.23412168745459,2071.396498695495,2,2,1,1,0,7,2,1
54,195.578712571854,3563.4506798109496,2,1,0,0,1,0,1,0
17,26.4537451669661,7108.418745497712,2,1,1,1,0,9,1,0
51,133.37382464799504,1997.048723720992,1,2,1,1,1,0,1,0
9,92.81745270531229,5947.994681353148,2,3,0,0,0,3,4,0
8,158.79657328404016,5394.590577145677,2,2,0,0,1,9,3,0
63,78.18331881756788,2989.5534114786037,1,1,2,0,0,4,3,0
56,87.1190050518761,3075.2810532702933,1,2,1,0,1,8,2,0
70,112.8146291184981,5211.451878939342,1,1,0,0,1,4,4,0
9,82.25878098677663,3068.5090761801807,0,3,1,0,0,0,2,1
5,66.7233736394162,1884.5214861045524,1,0,2,0,1,2,2,0
64,83.96007850707136,7756.251099693376,1,1,0,1,0,3,4,0
52,183.4311787489353,5859.4398119995785,2,2,2,0,1,6,3,1
35,81.68156278059054,4432.596801417558,0,0,1,0,0,1,3,0
60,181.89782617271482,1894.351089315168,2,2,2,0,1,3,3,0
39,56.90354056042945,5984.218229888232,0,2,2,1,0,7,4,1
6,140.99254196253082,6323.205238374069,1,2,1,0,0,4,4,0
21,154.09323140211012,4849.580649467912,0,0,1,0,0,5,4,1
36,40.045849288388524,3790.1201856413877,1,1,1,0,1,2,3,1
18,117.91749917068803,8685.742647705685,0,0,1,0,1,3,2,1
1,22.355588233207506,7077.617091653158,2,0,1,0,0,8,3,1
17,187.08069634468382,3626.097186997856,0,0,1,0,1,1,2,0
69,114.3671789932369,5971.595445448863,0,3,2,0,0,2,3,0
6,26.617878635629598,2413.9382382884837,1,3,1,0,0,1,1,0
58,142.9801245913884,213.55266288629457,2,0,1,1,0,1,4,1
45,179.42736273058253,8701.588313003494,2,0,1,0,0,8,2,0
48,152.753810451329,8207.001375001968,1,1,1,1,0,7,2,1
50,44.07349949609136,6430.09163950614,1,3,0,0,0,6,3,1
56,117.17980323220274,8132.004960324268,2,1,2,1,0,8,2,0
9,151.95773726666434,7830.143827735123,0,2,2,0,1,7,1,0
62,164.10261111330837,8616.536679106153,2,2,0,0,0,8,2,0
31,22.880362398922493,8929.453849691807,2,2,2,0,0,1,2,0
65,71.07310275815775,8206.152114675057,2,3,2,1,0,6,1,0
61,179.23587568017652,8532.31224249766,1,2,1,0,0,8,4,0
10,66.5177350304493,5066.788376012783,1,3,2,1,0,8,3,0
53,105.05578319276033,7109.273620548299,0,3,0,1,1,7,3,0
64,145.39973772239955,3399.1417933806897,0,1,2,1,1,0,4,0
64,197.40777269099476,8625.205558695518,2,2,0,1,0,2,1,0
50,96.65486746306459,8600.047298652384,1,1,0,0,0,7,4,0
65,110.66143208976632,754.8105422152706,2,2,2,1,1,2,2,0
14,120.55332275482388,3535.4964887036735,1,0,1,1,1,3,3,1
23,62.149770070689144,1797.3035507865256,2,1,0,0,0,9,3,0
28,86.36210358089662,1444.4193638454515,0,3,2,1,0,1,3,0
58,98.20393193833745,4207.438460803927,2,1,2,1,1,2,1,1
40,23.47821294000619,6294.0478319915555,1,2,1,1,1,4,1,1
64,21.370611522554597,3502.885343187919,1,3,1,0,1,5,2,1
2,60.375552740177845,3161.228195716342,2,3,2,0,0,5,1,0
43,112.20021643180229,1035.1301618436387,0,3,1,1,1,6,1,0
12,192.0244883378581,3890.9059130058404,2,2,0,1,0,9,1,0
35,195.0687906714609,4762.679297793358,2,0,2,0,1,7,4,1
69,136.49321842191972,4047.1893156917868,1,0,1,0,0,5,4,1
63,168.86167839924764,6832.83479215524,1,1,2,1,0,9,3,0
41,182.12588911004204,2952.7654911518885,0,3,1,0,1,5,1,0
64,171.04484525453927,7188.822239833089,2,2,0,1,1,1,1,0
18,117.8673107105241,8839.416124838954,0,1,2,0,0,2,3,0
70,146.75124594392827,5953.278959848541,2,2,1,0,1,5,1,0
11,20.655423305028304,3947.9088068550077,0,1,0,0,0,5,4,1
65,136.652803960667,1878.9595543314422,2,1,0,1,1,5,1,0
23,96.65547416354613,9330.994898993446,0,2,1,1,0,3,4,0
4,136.04819872241117,7543.370585744151,2,2,2,0,1,1,4,0
7,144.99340134846807,2539.767036393968,1,0,1,1,1,7,3,1
41,37.62125544705634,1591.28437787357,2,2,1,0,0,1,2,0
49,177.4174622513163,588.1711076947347,2,1,0,0,0,2,1,0
17,51.63172353994234,1986.474477341282,1,3,1,1,0,0,2,0
55,21.882859622876502,7350.5146797116395,2,2,1,0,0,8,2,0
27,97.3472730590471,6332.382558512309,0,2,2,1,0,2,2,0
12,36.13985291741767,9677.62284486431,2,3,1,0,1,1,3,1
47,192.07591303372894,3287.5124793080463,0,0,2,1,1,5,2,0
34,71.08618797911421,7887.341903180215,1,3,1,0,1,7,3,1
8,60.247927160901014,1292.543649747335,0,3,0,0,0,3,1,0
23,67.15814899139295,5669.568707576273,1,2,1,0,1,0,2,1
26,71.00410172829132,4721.228643955502,0,0,2,0,1,6,4,0
34,31.26321187934913,8398.174550668566,1,0,2,0,0,2,2,0
32,117.20118537070242,7045.8719945036955,2,3,1,0,0,4,2,0
6,23.240937358286335,2023.7222641877233,0,1,1,0,1,1,4,0
65,154.4186545891971,9840.456195566992,1,1,1,0,0,7,1,0
59,158.1914524098067,8249.119128427505,2,1,2,1,0,2,4,1
50,91.94562031816476,3610.8408486930552,2,2,2,1,0,8,1,0
68,194.74741827211201,8277.69952236583,1,2,0,0,0,0,3,0
8,160.7228354970633,9573.415360486557,1,1,1,0,0,5,3,0
40,42.15179387949418,8913.791200882084,0,3,2,1,0,2,4,1
46,196.37268594335416,5606.47892827937,1,2,2,1,1,3,3,0
33,172.1219852426792,5813.763496381822,2,0,2,0,1,3,4,0
58,146.71830742278638,1155.327915833751,1,3,2,0,0,7,3,1
3,137.6208771419643,1730.5946180667038,0,1,0,1,0,8,4,1
27,128.85500890282185,9827.82552187952,0,2,2,1,1,4,4,1
65,198.2406759071945,7720.92269433181,0,2,2,0,0,9,3,0
57,106.12863057806938,352.51932677616145,0,0,1,0,0,9,3,1
35,49.84904233569921,5520.673702986849,0,1,0,0,1,2,1,1
52,73.00255784032379,3518.438948163839,0,1,0,1,0,8,4,0
51,87.53897523892608,3183.978193804316,1,2,0,0,0,0,2,0
17,76.95749081467653,5610.377561259866,0,1,1,0,1,0,2,0
52,25.463397459304225,3269.4930523893236,1,0,0,0,0,2,2,0
48,33.27088336556346,2590.389995556678,1,3,2,1,1,1,4,0
58,20.88708991160174,9384.377477572047,2,1,0,0,0,7,1,0
26,142.24014249322914,494.5863301005564,1,0,2,0,1,4,1,0
27,139.61075361542152,4418.092931230833,1,2,0,0,1,9,4,0
24,32.26323523194065,5160.742448561508,1,3,0,1,1,0,3,0
11,76.7331979819346,4455.522703907705,0,0,2,1,1,2,3,0
8,70.94220167009888,6606.7872568407565,1,3,1,1,0,2,2,0
48,101.6488398341698,354.19258728756006,2,3,1,0,1,1,4,0
32,84.56541295837562,8861.484572608006,1,2,1,0,1,8,2,0
29,167.69217269283232,5052.101148378094,0,2,2,0,1,0,1,1
5,178.8824743993935,5581.377072641573,1,0,2,0,0,9,4,0
49,57.08737814320059,4681.433742557472,0,0,0,0,0,4,4,1
13,41.77963581014367,4500.634362339466,0,0,0,1,1,8,1,0
42,171.07500955704074,1948.3241139540523,0,3,2,0,0,2,2,0
10,110.26924692572283,5093.515519848591,1,2,0,0,1,9,1,0
26,78.38722221576555,4271.3376173191355,1,3,0,0,0,2,2,1
26,29.250647660292344,4734.382547483087,1,1,1,0,1,6,2,0
23,129.10244857335644,236.9257190282344,2,2,2,0,1,0,2,0
44,57.390659712647036,1395.8454735796672,2,0,1,0,0,8,2,0
39,26.783612911310435,7655.395903718948,0,3,0,0,0,6,2,1
43,100.06559429187345,4249.129429390992,2,2,0,0,0,7,2,0
52,127.48475007752236,7454.779395260515,1,0,1,0,1,1,2,0
58,50.84784693711235,1794.001484820277,1,0,2,1,0,2,3,1
32,137.26156938166258,7012.282022213956,1,1,0,1,1,8,1,0
18,53.99981846222824,2962.2053159717134,2,2,2,1,1,3,1,1
42,23.733178042674197,7080.704120484386,0,0,1,1,1,4,2,0
2,46.807834183004374,959.1591240883502,2,3,0,0,1,8,1,0
60,125.65909445283218,3403.0505531613508,0,2,1,0,0,9,3,0
33,134.35571468568372,1281.6285028459165,1,1,2,0,1,7,1,0
46,175.66251649135359,6333.477657178295,0,0,0,1,1,4,3,0
59,31.2306423394252,3986.720882414149,2,0,2,0,0,1,3,0
57,191.53238912882784,835.3415733983651,2,2,2,1,1,2,2,1
62,113.94630884511012,5311.022956095777,2,2,0,0,1,2,1,1
63,64.20586528851723,346.48029818260983,1,2,1,0,1,6,1,1
31,85.77472427809832,8202.928885116824,1,1,0,1,1,5,3,1
39,30.021920603304153,9389.628385428081,2,3,2,0,0,6,2,0
22,39.81648662534652,8119.700816552272,1,1,2,0,1,7,2,0
17,178.83225998729648,9519.907768088002,2,0,2,1,1,4,3,1
3,39.063446912412445,8981.405860310322,0,2,0,0,1,5,4,1
32,30.051126144212333,8959.81097245063,0,3,2,0,0,0,4,0
33,127.68821867769672,2529.857276593719,1,1,0,0,0,3,1,0
64,88.89224436687024,2388.571417222619,1,2,0,0,0,5,2,0
10,93.0672776356178,8113.288775626546,1,2,2,0,0,3,3,0
5,41.649170956778136,4964.70825828678,1,1,2,1,0,0,4,1
68,27.950447769561432,9428.894269498014,0,3,2,0,0,2,2,1
38,175.83127371239425,8982.861292372781,2,2,1,0,0,2,4,1
41,90.11686360933962,8942.464665618952,2,0,1,0,0,2,3,0
61,39.819295716225525,3328.5853472618824,1,0,1,0,0,3,2,1
15,56.045844257336086,1415.7320636194509,2,2,2,0,0,8,2,0
52,38.52368118184798,6811.644479764108,1,1,2,0,0,8,4,1
8,106.05644607144806,4461.710369982914,2,3,1,0,0,7,2,1
56,164.63084611513443,9346.030459720874,1,2,0,1,1,2,2,1
30,90.82758870681623,8553.232881000527,1,0,1,0,0,1,3,0
34,131.58125116021552,9295.40746519026,2,3,1,0,0,2,4,1
59,141.58026125738246,5721.875991807333,1,3,0,1,0,4,2,0
56,148.1734343937965,5309.654704869078,2,2,1,1,1,6,1,0
13,128.9955536296017,8486.127281015973,0,1,1,0,1,1,1,0
